Sample in Buffer,Sample in Window,TRIGGER,Uart_ETH_i/Uart_Blocks/Uart_0/Uart_Rec_0/fifo_generator_0_data_count[8:0],Uart_ETH_i/Uart_Blocks/Uart_0/Uart_Rec_0/UART_RX_1_o_Data[7:0],Uart_ETH_i/Uart_Blocks/Uart_0/Uart_Rec_0/fifo_generator_0_dout[7:0],Uart_ETH_i/Uart_Blocks/Uart_0/Uart_Rec_0/DataMove_0_uart_V_read,Uart_ETH_i/Uart_Blocks/Uart_0/Uart_Rec_0/UART_RX_1_o_Valid,Uart_ETH_i/Uart_Blocks/Uart_0/Uart_Rec_0/fifo_generator_0_empty,Uart_ETH_i/Uart_Blocks/Uart_0/Uart_Rec_0/busy_V_1
846,846,0,116,3a,3d,0,1,0,0
847,847,0,117,af,3d,0,1,0,0
848,848,0,117,cf,fd,0,1,0,0
849,849,0,118,91,fd,0,1,0,1
850,850,0,119,bd,fd,0,1,0,0
851,851,0,119,1b,7b,0,1,0,0
852,852,0,120,e7,7b,0,1,0,0
853,853,0,121,d4,7b,0,1,0,0
854,854,0,121,de,7c,0,1,0,0
855,855,0,122,91,7c,0,1,0,0
856,856,0,123,eb,7c,0,1,0,0
857,857,0,123,f7,2f,0,1,0,0
858,858,0,124,cd,2f,0,1,0,0
859,859,0,125,0f,2f,0,1,0,0
860,860,0,125,e1,3a,0,1,0,0
861,861,0,126,be,3a,0,1,0,0
862,862,0,127,06,3a,0,1,0,0
863,863,0,127,5a,b5,0,1,0,0
864,864,0,128,d5,b5,0,1,0,0
865,865,0,129,bc,b5,0,1,0,0
866,866,0,129,fc,29,0,1,0,0
867,867,0,130,70,29,0,1,0,0
868,868,0,131,20,29,0,1,0,0
869,869,0,131,b0,d9,0,1,0,0
870,870,0,132,7f,d9,0,1,0,0
871,871,0,133,ce,d9,0,1,0,0
872,872,0,133,79,e1,0,1,0,0
873,873,0,134,bd,e1,0,1,0,0
874,874,0,135,27,e1,0,1,0,0
875,875,0,135,e7,70,0,1,0,0
876,876,0,136,d4,70,0,1,0,1
877,877,0,137,de,70,0,1,0,0
878,878,0,137,0b,78,0,1,0,0
879,879,0,138,71,78,0,1,0,0
880,880,0,139,da,78,0,1,0,0
881,881,0,139,d2,07,0,1,0,0
882,882,0,140,2d,07,0,1,0,0
883,883,0,141,08,07,0,1,0,0
884,884,0,141,f7,74,0,1,0,0
885,885,0,142,25,74,0,1,0,0
886,886,0,143,fc,74,0,1,0,0
887,887,0,143,91,82,0,1,0,0
888,888,0,144,87,82,0,1,0,0
889,889,0,145,83,82,0,1,0,0
890,890,0,145,01,80,0,1,0,0
891,891,0,146,36,80,0,1,0,0
892,892,0,147,d2,80,0,1,0,1
893,893,0,147,39,70,0,1,0,0
894,894,0,148,b2,70,0,1,0,0
895,895,0,149,b7,70,0,1,0,0
896,896,0,150,e5,70,0,1,0,0
897,897,0,150,9c,a8,0,1,0,0
898,898,0,151,da,a8,0,1,0,0
899,899,0,152,1b,a8,0,1,0,0
900,900,0,152,61,9c,0,1,0,0
901,901,0,153,9c,9c,0,1,0,0
902,902,0,154,b9,9c,0,1,0,0
903,903,0,154,6d,c3,0,1,0,0
904,904,0,155,c7,c3,0,1,0,0
905,905,0,156,f1,c3,0,1,0,0
906,906,0,156,39,7a,0,1,0,0
907,907,0,157,c4,7a,0,1,0,0
908,908,0,158,0f,7a,0,1,0,1
909,909,0,158,b5,32,0,1,0,0
910,910,0,159,60,32,0,1,0,0
911,911,0,160,cf,32,0,1,0,0
912,912,0,161,80,32,0,1,0,0
913,913,0,161,73,a1,0,1,0,0
914,914,0,162,64,a1,0,1,0,0
915,915,0,163,ef,a1,0,1,0,0
916,916,0,163,cc,cb,0,1,0,0
917,917,0,164,a2,cb,0,1,0,0
918,918,0,165,f1,cb,0,1,0,0
919,919,0,165,88,d7,0,1,0,0
920,920,0,166,e3,d7,0,1,0,0
921,921,0,167,23,d7,0,1,0,0
922,922,0,167,97,f1,0,1,0,0
923,923,0,168,94,f1,0,1,0,0
924,924,0,169,87,f1,0,1,0,1
925,925,0,169,f5,7d,0,1,0,0
926,926,0,170,c4,7d,0,1,0,0
927,927,0,171,24,7d,0,1,0,0
928,928,0,172,c9,7d,0,1,0,0
929,929,0,172,2d,7e,0,1,0,0
930,930,0,173,74,7e,0,1,0,0
931,931,0,174,7a,7e,0,1,0,0
932,932,0,174,9b,6b,0,1,0,1
933,933,0,175,84,6b,0,1,0,0
934,934,0,176,c8,6b,0,1,0,0
935,935,0,177,6e,6b,0,1,0,0
936,936,0,177,e3,a7,0,1,0,0
937,937,0,178,f1,a7,0,1,0,0
938,938,0,179,a6,a7,0,1,0,0
939,939,0,180,05,a7,0,1,0,0
940,940,0,180,17,41,0,1,0,0
941,941,0,181,57,41,0,1,0,0
942,942,0,182,f4,41,0,1,0,0
943,943,0,183,2c,41,0,1,0,0
944,944,0,183,aa,77,0,1,0,0
945,945,0,184,fa,77,0,1,0,0
946,946,0,185,3f,77,0,1,0,0
947,947,0,186,8f,77,0,1,0,0
948,948,0,186,4d,c2,0,1,0,0
949,949,0,187,66,c2,0,1,0,0
950,950,0,188,84,c2,0,1,0,1
951,951,0,189,6e,c2,0,1,0,0
952,952,0,189,9c,d5,0,1,0,0
953,953,0,190,dd,d5,0,1,0,0
954,954,0,191,b2,d5,0,1,0,0
955,955,0,192,3f,d5,0,1,0,1
956,956,0,192,e7,e1,0,1,0,0
957,957,0,193,d4,e1,0,1,0,0
958,958,0,194,f6,e1,0,1,0,1
959,959,0,195,7a,e1,0,1,0,0
960,960,0,195,9b,70,0,1,0,0
961,961,0,196,87,70,0,1,0,0
962,962,0,197,30,70,0,1,0,0
963,963,0,198,40,70,0,1,0,1
964,964,0,198,90,60,0,1,0,0
965,965,0,199,0d,60,0,1,0,0
966,966,0,200,fd,60,0,1,0,0
967,967,0,201,ca,60,0,1,0,0
968,968,0,201,b6,9c,0,1,0,0
969,969,0,202,67,9c,0,1,0,0
970,970,0,203,48,9c,0,1,0,0
971,971,0,204,7d,9c,0,1,0,0
972,972,0,204,99,c3,0,1,0,0
973,973,0,205,64,c3,0,1,0,0
974,974,0,206,5b,c3,0,1,0,0
975,975,0,207,f6,c3,0,1,0,0
976,976,0,207,67,fa,0,1,0,0
977,977,0,208,f1,fa,0,1,0,0
978,978,0,209,e0,fa,0,1,0,0
979,979,0,210,d0,fa,0,1,0,0
980,980,0,210,a5,5e,0,1,0,0
981,981,0,211,a9,5e,0,1,0,0
982,982,0,212,19,5e,0,1,0,0
983,983,0,213,ef,5e,0,1,0,0
984,984,0,213,9a,d0,0,1,0,0
985,985,0,214,c2,d0,0,1,0,0
986,986,0,215,fb,d0,0,1,0,0
987,987,0,216,f6,d0,0,1,0,0
988,988,0,216,ff,f3,0,1,0,0
989,989,0,217,39,f3,0,1,0,0
990,990,0,218,b5,f3,0,1,0,0
991,991,0,219,bd,f3,0,1,0,0
992,992,0,220,de,f3,0,1,0,0
993,993,0,220,e6,73,0,1,0,0
994,994,0,221,21,73,0,1,0,0
995,995,0,222,0c,73,0,1,0,0
996,996,0,223,00,73,0,1,0,0
997,997,0,224,e1,73,0,1,0,0
998,998,0,225,c1,73,0,1,0,0
999,999,0,225,ef,6a,0,1,0,0
1000,1000,0,226,50,6a,0,1,0,0
1001,1001,0,227,4b,6a,0,1,0,0
1002,1002,0,228,81,6a,0,1,0,0
1003,1003,0,229,f5,6a,0,1,0,0
1004,1004,0,230,15,6a,0,1,0,0
1005,1005,0,230,ed,1f,0,1,0,0
1006,1006,0,231,43,1f,0,1,0,0
1007,1007,0,232,b2,1f,0,1,0,0
1008,1008,0,233,21,1f,0,1,0,0
1009,1009,0,234,8f,1f,0,1,0,0
1010,1010,0,235,66,1f,0,1,0,0
1011,1011,0,235,d2,0e,0,1,0,0
1012,1012,0,236,34,0e,0,1,0,0
1013,1013,0,237,aa,0e,0,1,0,0
1014,1014,0,238,bb,0e,0,1,0,0
